video_id,channel_id,title,thumbnail_url_default,thumbnail_url_medium,tags,default_language,duration,upload_time,views,subscriber_count,channel_views,video_count,created_channel_at
JDY_pY9SX8o,UCSo7Wq4VyfW5v1RpMLvWN-g,Christmas Eve Relaxing Music with Snowfall and Crackling Fireplace to Relax and Enjoy the Season,https://i.ytimg.com/vi/JDY_pY9SX8o/default.jpg,https://i.ytimg.com/vi/JDY_pY9SX8o/mqdefault.jpg,"christmas music, relaxing christmas music, peaceful christmas music, instrumental christmas music, christmas songs, xmas song, xmas music, xmas, christmas, christmas ambience, christmas ambient, christmas background music, xmas background music, relaxing music, christmas music 2026, christmas song 2026, heavenly christmas music, christmas background, christmas tree, christmas morning, christmas song, merry christmas, christmas carols, christmas piano, soft piano, relax, sleep",en,PT11H54M10S,2025-12-23T02:53:11Z,6696,70400,18174702,73,2019-06-07T15:59:26Z
oib5IU4yO3k,UCus9qpFJtXYjUlCSs_wrKJA,Peaceful Christmas Music for Relaxation - Relaxing Christmas Ambience - Warm Fireplace and Soft Snow,https://i.ytimg.com/vi/oib5IU4yO3k/default.jpg,https://i.ytimg.com/vi/oib5IU4yO3k/mqdefault.jpg,"fireplace, christmas ambience, christmas fireplace, fireplace christmas music, christmas music fireplace, christmas fireplace music, relaxing christmas music, fireplace christmas, fireplace music, christmas ambience music, fireplace with christmas music, fireplace ambience, christmas ambience fireplace, holiday fireplace, christmas ambiance, beautiful christmas music 2026, instrumental christmas music, cracking fireplace for relaxation, christmas, relaxing, christmas carols, relax",en,PT3H19S,2025-10-31T12:01:49Z,4716853,29100,13447619,250,2024-10-31T12:21:55.322114Z
MKt3sp2R8dk,UCHCyX77xqN9OVjLzMpAZvXw,[Playlist] 커피향이 솔솔~ ☕️ 스타벅스 카페 매장 음악 | 중간광고없음 | Starbucks Jazz | Relaxing Background Music,https://i.ytimg.com/vi/MKt3sp2R8dk/default.jpg,https://i.ytimg.com/vi/MKt3sp2R8dk/mqdefault.jpg,"jazz, playlist, trio712, 재즈, 플레이리스트, 트리오, 재즈트리오, 재즈플레이리스트, 편안한음악, 쉬운음악, 잔잔한재즈, 카페재즈, 카페음악, 매장음악, 도서관, 독서, 재택근무, 코딩, relaxing, study, cafe, cozy, music, back ground music, bgm, focus, work, book, 스터벅스, 스타벅스, starbucks",ko,PT6H3M44S,2024-08-26T23:45:01Z,1514619,220000,68969393,76,2022-07-30T07:02:48.119544Z
oUOA7YNgypk,UCBnMxlW70f0SB4ZTJx124lw,"💙𝐉𝐀𝐙𝐙 에 취해 시원한 아이스커피 한잔🥤l 청량하고 상쾌한 카페재즈플리🎧 Relaxing Jazz Piano Music for Cafe, Coffee Shop",https://i.ytimg.com/vi/oUOA7YNgypk/default_live.jpg,https://i.ytimg.com/vi/oUOA7YNgypk/mqdefault_live.jpg,"재즈피아노, 재즈플레이레스트, jazz, jazzmusic, jazzpiano, jazzguitar, jazzpianomusic, cafejazz, cafemusic, cafejazzmusic, cafebgm, cafebgmchannel, 카페음악, 카페에서듣기좋은노래, 카페재즈, 카페재즈음악, 카페재즈광고없음, 카페재즈피아노, 카페재즈음악모음, 카페재즈실시간, 카페재즈음악광고없는, 카페재즈플레이리스트, pianojazz, 피아노연주곡, 피아노연주, 몽키비지엠, monkeybgm, 재즈비지엠, cafemusicjazz, 재즈피아노연주곡, relaxingpianomusic, relaxingmusic, relaxingjazz, 매장에서듣기좋은음악, 매장음악광고없음, backgroundmusic, jazzplaylist, playlist, playlist광고없는, 재즈, studyjazz, work&studyjazz, 공부재즈, 공부할때듣기좋은재즈, 일할때재즈, 일할때틀어놓기좋은재즈, 겨울재즈, 겨울재즈플리, winterjazz, 겨울에듣기좋은음악, 겨울에듣기좋은재즈",ko,P0D,2025-04-02T22:36:27Z,1020710,323000,138348582,429,2020-02-22T04:21:05.330726Z
IUylomBQV9M,UCSLn-1H1xuXzHeCCM3iiMYw,"Bing Crosby, Frank Sinatra, Dean Martin, Gene Autry, Andy Williams, Nat King Cole🎄 Golden Christmas",https://i.ytimg.com/vi/IUylomBQV9M/default.jpg,https://i.ytimg.com/vi/IUylomBQV9M/mqdefault.jpg,"golden christmas, bing crosby christmas, frank sinatra holiday, dean martin christmas songs, nat king cole christmas, andy williams christmas, gene autry christmas, classic christmas songs, vintage christmas music, christmas oldies playlist, 1940s christmas music, 1950s christmas songs, christmas crooners, christmas playlist 2025, Bing Crosby, Frank Sinatra, Dean Martin, Gene Autry, Andy Williams, Nat King Cole",en,PT2H4M50S,2025-11-14T11:00:40Z,3532770,11700,5017638,39,2007-11-13T18:56:52Z
SuzmYTFGBuQ,UCWK2EvwgBDSJogxf8tAhuZQ,"Lofi Zen - Kyoto Sake Bar Rain with Lo-fi Chillhop at Night | For Study, Sleep, or Relaxation | 4K",https://i.ytimg.com/vi/SuzmYTFGBuQ/default.jpg,https://i.ytimg.com/vi/SuzmYTFGBuQ/mqdefault.jpg,"lo-fi, lofi, lofi relaxation, lofi chill, lofi hiphop, hiphop chill, lofi girl, lofi hip hop, lofi beats, lofi music, lofi songs, lofi study music, lofi jazz, lofi sleep, lofi asmr, lofi anime, lofi ambience, lofi ambient, lofi anime music, lofi beats to study to, lofi beats chill, lofi background music, lofi beats to sleep to, lofi coffee shop, lofi chill music, lofi ambient music",en,PT3H30M1S,2025-09-22T02:46:05Z,432951,31200,3803958,26,2025-02-06T02:41:02.423602Z
UYwhisrQ-po,UCinqfJ9-v5-HHqTskU2LlIw,Work Lofi for Productivity & Focus - Smooth lofi hiphop/ neo soul beats,https://i.ytimg.com/vi/UYwhisrQ-po/default.jpg,https://i.ytimg.com/vi/UYwhisrQ-po/mqdefault.jpg,"lofi, lofi hip hop, study music, chilled lofi, r&b lofi, r&b, lofi study, lofi to vibe too, lofi to study too, lofi soul, soul lofi, guitar lofi, chill lofi, LOFI, R&B LOFI, R&B, lofi vibes, R&B Vibes, lofi hiphop, rnblofi, neo soul, neo soul instrumental, jazz soul, jazz soul lofi, NEO SOUL LOFI, LOFI HIPHOP, work lofi, lofi work, upbeat lofi, upbeat lofi music, neo soul lofi, lofi neo soul",en,PT3H1S,2024-08-20T12:00:35Z,657652,69600,14020745,141,2023-10-18T17:09:49.410458Z
VlDTMIgGbRo,UCnmGIkw-KdI0W5siakKPKog,I Tested 1-Star Drive Thrus,https://i.ytimg.com/vi/VlDTMIgGbRo/default.jpg,https://i.ytimg.com/vi/VlDTMIgGbRo/mqdefault.jpg,"Ryan, Trahan",en,PT29M48S,2024-03-16T15:00:29Z,37780219,21900000,5468601257,483,2013-10-27T02:06:20Z
2QWVZkuTU4s,UCIB228QNsdJDSX8bocYCZOA,"Sofa Lofi Chillhop 🛋️ Beats to Study, Relax & Unwind at Night 🎵",https://i.ytimg.com/vi/2QWVZkuTU4s/default_live.jpg,https://i.ytimg.com/vi/2QWVZkuTU4s/mqdefault_live.jpg,"lofi, chill, Music, beat, cafe, Work, Study, Coffee, Relax, sleep, jazz, cozy jazz, 爵士, jazz room, cafe bgm, bgm, jazz bgm, cozy playlist, playlist, sleep jazz, cozy list, cozyjazz, jazzplaylist, jazz playlist, 재즈, sleepjazz, BGM playlist, cafe playlist, lofi girl, lofi boy, lofi chill, chill girl, cozy lofi, cozymusic, relax chill, chillrelax, Sofa Chillhop, Chillhop, lofihiphop, jazzlofi, backgroundmusic",en,P0D,2025-06-28T11:35:23Z,322136,53700,19066442,118,2024-09-11T07:50:19.609257Z
RuDtrPlo234,UCkyNb_QYo9IJHB4iwzim80g,Soothing Christmas Ambience 🎄Instrumental Christmas Music With Fireplace 🔥 Relaxing Christmas Piano,https://i.ytimg.com/vi/RuDtrPlo234/default_live.jpg,https://i.ytimg.com/vi/RuDtrPlo234/mqdefault_live.jpg,"cozy fireplace, cozy ambience, fireplace ambience, fireplace with piano, autumn ambience, autumn aesthetic, peaceful autumn day, fall relaxation music, calm autumn vibes",en,P0D,2025-12-04T09:52:01Z,63217,2960,875106,161,2025-09-04T10:39:22.21128Z
PoAEzaJPnAo,UCswKKgPnogjihvOuG_i2YVw,Dreamy Winter Porch Ambience (12 HOURS) 🔥 Fire Sounds for Relaxation & Sleep,https://i.ytimg.com/vi/PoAEzaJPnAo/default_live.jpg,https://i.ytimg.com/vi/PoAEzaJPnAo/mqdefault_live.jpg,"fireplace, asmr, 4k video, relax, study, fire, background video, satisfying video, christmas, campfire, forest, fireplace 4k, autumn ambience, fire background, fireplace ambience, fire sound, fireplace burning, fire place, 4k fireplace, камин, fire crackling, visual asmr, on fire, kominek, cozy fall, fall ambience, snowfall, winter, cozy christmas, cozy winter",en,P0D,2025-11-01T16:16:10Z,545049,38800,24750309,923,2023-08-07T13:34:07.485402Z
9F0Kzbni5R0,UCWK2EvwgBDSJogxf8tAhuZQ,Lofi Zen – Nestled Above the City – Rain and Lo-fi Relaxation | Peaceful Urban Ambience | 4K,https://i.ytimg.com/vi/9F0Kzbni5R0/default.jpg,https://i.ytimg.com/vi/9F0Kzbni5R0/mqdefault.jpg,"lo-fi, lofi, lofi relaxation, lofi chill, lofi hiphop, hiphop chill, lofi girl, lofi hip hop, lofi beats, lofi music, lofi songs, lofi study music, lofi jazz, lofi sleep, lofi asmr, lofi anime, lofi ambience, lofi ambient, lofi anime music, lofi beats to study to, lofi beats chill, lofi background music, lofi beats to sleep to, lofi coffee shop, lofi chill music, lofi ambient music",en,PT3H11M41S,2025-06-08T17:38:32Z,679227,31200,3803958,26,2025-02-06T02:41:02.423602Z
THh4fT0O7IY,UCinqfJ9-v5-HHqTskU2LlIw,"Upbeat Lofi - Deep Focus & Energy for Work [R&B, Neo Soul, Lofi Hiphop]",https://i.ytimg.com/vi/THh4fT0O7IY/default.jpg,https://i.ytimg.com/vi/THh4fT0O7IY/mqdefault.jpg,"lofi, lofi hip hop, study music, chilled lofi, r&b lofi, r&b, lofi study, lofi to vibe too, lofi to study too, lofi soul, soul lofi, guitar lofi, chill lofi, LOFI, R&B LOFI, R&B, lofi vibes, R&B Vibes, lofi hiphop, rnblofi, neo soul, neo soul instrumental, jazz soul, jazz soul lofi, NEO SOUL LOFI, LOFI HIPHOP, work lofi, lofi work, upbeat lofi, upbeat lofi music, deep focus music, deep focus lofi",en,PT3H22M29S,2025-02-10T13:00:49Z,2366992,69600,14020745,141,2023-10-18T17:09:49.410458Z
fBUQSyzHOss,UCbsHYIZwk9pZIMp53ciDjOw,Playlist | 해피 재즈 크리스마스🎄 | 듣자마자 기분 좋아지는 경쾌한 템포 캐롤 재즈 ❣️ | Happy & Joyful Christmas Jazz music,https://i.ytimg.com/vi/fBUQSyzHOss/default.jpg,https://i.ytimg.com/vi/fBUQSyzHOss/mqdefault.jpg,"기분째즈네, 기분재즈네, 재즈네, moodisjazz, 재즈피아노, 재즈란무엇인가, 재즈음악, 재즈가뭐라고생각하십니까, 재즈플레이리스트, JAZZNE, 음악, 재즈, jazz, #jazz",ko,PT2H46M57S,2024-12-14T23:50:00Z,1964571,354000,106484752,224,2022-06-26T13:46:31.170279Z
INC2Ylzncv4,UCbsHYIZwk9pZIMp53ciDjOw,"Playlist | 나만의 홈카페에서 여유롭게 즐기는 감성 재즈 💚 | 적당히 신나는 리듬의 감성 재즈 | 작업, 업무, 공부 | Fresh Summer Jazz",https://i.ytimg.com/vi/INC2Ylzncv4/default_live.jpg,https://i.ytimg.com/vi/INC2Ylzncv4/mqdefault_live.jpg,"기분째즈네, 기분재즈네, 재즈네, moodisjazz, 재즈피아노, 재즈란무엇인가, 재즈음악, 재즈가뭐라고생각하십니까, 재즈플레이리스트, JAZZNE, 음악, 재즈, jazz, #jazz, 가을, 카페, 감성, 말차",ko,P0D,2025-10-13T05:38:32Z,110740,354000,106484752,224,2022-06-26T13:46:31.170279Z
mlZhNZkH48o,UCjmZqHqR_GS0QTKYb3LgRpg,"Frank Sinatra, Nat King Cole, Bing Crosby, Dean Martin 🎄 Old Christmas Songs 1960s-70s, 3 Hours Long",https://i.ytimg.com/vi/mlZhNZkH48o/default.jpg,https://i.ytimg.com/vi/mlZhNZkH48o/mqdefault.jpg,"christmas music, frank sinatra christmas, dean martin holiday, vintage christmas songs, christmas carols, timeless christmas, oldies christmas, brenda lee christmas songs, 50s and 60s Holiday, Retro Celebration, Classic Christmas Carols, vintage christmas music, christmas oldies, classic christmas songs, retro christmas playlist, 1940s christmas music, golden oldies christmas, nostalgic christmas songs, vintage holiday music, christmas classics playlist",en,PT3H58M55S,2025-11-25T11:09:56Z,3781004,25000,7428797,36,2023-09-28T05:46:06.484338Z
29tv2UukmiQ,UCHzEWqBZN85eN1ebBGvIAmg,A Very Bublé Christmas 2026 🎁 Best Christmas Songs Ever | 3 Hours of Holiday Classics with Fireplace,https://i.ytimg.com/vi/29tv2UukmiQ/default.jpg,https://i.ytimg.com/vi/29tv2UukmiQ/mqdefault.jpg,,tok,PT3H23M47S,2025-12-08T10:43:24Z,74973,23000,975483,13,2006-12-06T21:22:16Z
9jVykkV6tvQ,UCcVXJ4M2mVEwZQEeJcQMmaQ,Italy Café | Relaxing Jazz Instrumental Music & Positive Morning Bossa Nova Piano for Work and Study,https://i.ytimg.com/vi/9jVykkV6tvQ/default.jpg,https://i.ytimg.com/vi/9jVykkV6tvQ/mqdefault.jpg,"italy café, work jazz, jazz, jazz music, bossa nova, relaxing jazz, instrumental music, positive jazz, morning jazz, bossa nova piano, jazz for work, study jazz, jazz instrumental, bossa nova music, positive jazz music, morning jazz music, jazz cafe, bossa nova jazz, smooth jazz, soft jazz, cat coffee, italy, italy cafe, italy music, italian cafe music, relaxing jazz music, instrumental jazz, italian café ambiance, productivity music, italian music, cafe music",en-US,PT11H54M58S,2025-01-14T02:19:51Z,902340,45700,14736079,87,2018-09-21T16:42:43Z
HifzBj05txw,UCgkAYTIZ-rq_GaMma0YoZEg,"Warm Winter Cabin Living Room ❄️ Gentle Piano, Snowfall & Fireplace for Relaxation",https://i.ytimg.com/vi/HifzBj05txw/default.jpg,https://i.ytimg.com/vi/HifzBj05txw/mqdefault.jpg,"cozy cabin fireplace for sleep, cozy winter hut ambience for sleep, cozy winter cabin ambience, cozy cabin sleep ambience, fireplace for cozy sleep, cozy winter blizzard for sleep, cozy fireplace ambience fall, cozy winter hut for sleep, cozy winter hut for deep sleep, winter ambience fireplace, winter fireplace ambience, forest cabin ambience, cozy fireplace ambience, cabin fireplace ambience, cozy winter ambience with crackling fire, piano and fireplace ambience",en,PT11H55M,2025-12-23T01:51:52Z,23971,6930,3287800,98,2025-07-24T09:46:26.185924Z
phRZKH1tQsQ,UChHWD7ZuIe-V6Kt1S-znMhA,Lofty Library 📚｜Soothing and Relaxing Jazz + Rain Sounds｜Study & Work Music｜Animal Crossing Ambience,https://i.ytimg.com/vi/phRZKH1tQsQ/default.jpg,https://i.ytimg.com/vi/phRZKH1tQsQ/mqdefault.jpg,"music, 음악, 모동숲, 모여봐요동물의숲, 동물의숲, 해피홈, 해피홈파라다이스, 모동숲해피홈, 모여봐요동물의숲해피홈파라다이스, acnh, animalcrossing, animalcrossingnewhorizon, あつ森, ハッピーホームパラダイス, ハピパラ, happyhomeparadise, happyhome, acnhhappyhome, 배경음악, BGM, 브금, 공부음악, studymusic, workmusic, 업무음악, あつまれ どうぶつの森, Jazz, relaxingjazz, soothingjazz, jazzmusic, animalcrossingjazz, 재즈, 재즈음악, 카페재즈, 공부재즈, studyjazz",en,PT2H58M13S,2024-11-21T14:00:58Z,5045646,65500,12961524,36,2021-08-09T22:28:54.102014Z
0HDuzhQOhuM,UCD8bOIhcyzSYAwXHVA2ZhHA,Deep Work Music for Intense Focus | Relaxing Study Beats & Concentration Sounds,https://i.ytimg.com/vi/0HDuzhQOhuM/default.jpg,https://i.ytimg.com/vi/0HDuzhQOhuM/mqdefault.jpg,"deep work music, focus music, relaxing study beats, concentration sounds, intense focus, productivity music, study music, work music, ambient focus, instrumental, brain power, tranquil, serene, calm, background music, effective study, lo-fi work, peaceful focus, meditation music, mindful, stress relief, creative work, chill beats, study session, no lyrics, deep concentration, immersive sound, serene ambiance, workspace music, mental clarity",en,PT2H6M2S,2025-09-22T23:31:16Z,1220457,17700,4605754,56,2015-06-26T12:20:00Z
ZrntjQarTQc,UCZR3-lM6Z-n5_UGHlwx_Rpw,Christmas Jazz Music 🎄 Relaxing Winter Night with Warm Jazz Music at Christmas Coffee Shop Ambience,https://i.ytimg.com/vi/ZrntjQarTQc/default.jpg,https://i.ytimg.com/vi/ZrntjQarTQc/mqdefault.jpg,"jazz, jazz music, christmas jazz, relaxing jazz, winter jazz, night jazz, warm jazz, coffee shop music, coffee shop ambience, coffee shop jazz, christmas coffee shop, christmas jazz music, relaxing jazz music, jazz relaxing music, winter jazz music, night jazz music, warm jazz music, relaxing winter jazz, relaxing christmas jazz, warm christmas jazz, warm winter jazz, winter night jazz, christmas night jazz, christmas ambience, winter ambience, relax jazz cafe",en,PT11H55M,2025-12-08T02:39:00Z,147713,201000,68985701,258,2023-05-05T03:50:38.113607Z
lryTH-O0oFc,UCJ_e1WCOrNY9XY6U7IZjwTw,"Warm Fireplace Ambience | Relaxing Piano Jazz Music & Cozy Christmas Cabin for Focus, Reading, Calm",https://i.ytimg.com/vi/lryTH-O0oFc/default.jpg,https://i.ytimg.com/vi/lryTH-O0oFc/mqdefault.jpg,"christmas jazz, fireplace ambience, winter jazz piano, light rain sounds, cozy fireplace, relaxing jazz music, bright jazz piano, calm winter vibes, jazz for relaxation, winter ambience, peaceful jazz piano, study jazz music, cozy winter mood, fireplace sounds, relaxing background music, jazz for work, snowy day jazz, cozy fireplace ambience, chill jazz piano, Warm Fireplace Ambience, Relaxing Piano Jazz Music, jazz music, fireplace, Cozy Christmas Cabin",en-US,PT40M36S,2025-11-20T14:30:06Z,182968,2250,767178,48,2025-07-28T14:27:23.230731Z
ZOJep9O6tmg,UC_nrEDtq-0OQEVupubH_QuQ,Man spent 60 Days Building a Hidden Bunker in the Forest | Start to Finish,https://i.ytimg.com/vi/ZOJep9O6tmg/default.jpg,https://i.ytimg.com/vi/ZOJep9O6tmg/mqdefault.jpg,,en,PT40M6S,2025-10-16T13:45:06Z,2983507,762000,166915528,117,2020-12-04T06:13:46.713113Z
QJ7OeIrc6Y0,UCxGqSNEPaR62pgyGbsRoS2A,Warm Fall Afternoon Lofi ☕ Focus & Study Beats – Autumn Leaves Background,https://i.ytimg.com/vi/QJ7OeIrc6Y0/default.jpg,https://i.ytimg.com/vi/QJ7OeIrc6Y0/mqdefault.jpg,"lofi beats, autumn lofi, chill lofi, cozy lofi beats, fall lofi vibes, relaxing study music, lofi hip hop mix, focus music, lofi for studying, chill study music, warm autumn lofi, cozy coffee shop lofi, relaxing lofi hip hop, lofi chill mix, calm beats, study session music, autumn leaves ambience, cozy fall vibes, lofi mix 2025, chillhop, lofi work music, relaxing lofi beats, peaceful background music, lofi cafe, coffee shop lofi, fall study mix",en-US,PT3H2M52S,2025-10-28T23:00:05Z,73783,552,116903,242,2023-02-12T09:24:34.902711Z
8wv3JJNc-h4,UCdqp0KK_Io7TwK5cJMBvB0Q,Whistlindiesel Cheap Truck Challenge (Cummins vs Duramax vs Powerstroke),https://i.ytimg.com/vi/8wv3JJNc-h4/default.jpg,https://i.ytimg.com/vi/8wv3JJNc-h4/mqdefault.jpg,,en,PT46M15S,2025-11-27T20:39:43Z,7633511,10300000,1784847270,304,2015-01-07T02:26:22Z
ehZEFJ9GwPU,UCsWIL1Hm87hI38nazLthGRw,"Top 40 Songs This Week 2025🎧Best Weekly Hits | Bruno Mars, Dua Lipa, Rihanna, Lady Gaga, Ed Sheeran",https://i.ytimg.com/vi/ehZEFJ9GwPU/default.jpg,https://i.ytimg.com/vi/ehZEFJ9GwPU/mqdefault.jpg,"top 40 songs 2025, best songs this week 2025, weekly music chart, trending songs 2025, bruno mars 2025, dua lipa 2025, rihanna 2025, lady gaga 2025, ed sheeran 2025, pop hits 2025, billboard top 40 2025, music playlist 2025, top songs april 2025, new hits 2025, spotify chart 2025, trending tiktok songs 2025, viral music 2025, youtube music 2025, global hits 2025",en-US,PT1H16M28S,2025-04-22T17:00:06Z,4458926,9870,4492964,11,2021-08-18T07:15:57.984874Z
vI1jZh1TCdI,UCSo7Wq4VyfW5v1RpMLvWN-g,"Relaxing Christmas Music by the Fireplace and Snowfall - Cozy Christmas Cabin to Relax, Sleep",https://i.ytimg.com/vi/vI1jZh1TCdI/default_live.jpg,https://i.ytimg.com/vi/vI1jZh1TCdI/mqdefault_live.jpg,"christmas music, relaxing christmas music, peaceful christmas music, instrumental christmas music, christmas songs, xmas song, xmas music, xmas, christmas, christmas ambience, christmas ambient, christmas background music, xmas background music, relaxing music, christmas music 2026, christmas song 2026, heavenly christmas music, christmas background, christmas tree, christmas morning, christmas song, merry christmas, christmas carols, christmas piano, soft piano, relax, sleep",en,P0D,2025-10-25T22:28:05Z,817786,70400,18174702,73,2019-06-07T15:59:26Z
5ipgkb0mHnE,UCbsHYIZwk9pZIMp53ciDjOw,"Playlist | 듣기만 해도 설레는, 크리스마스 재즈🎅 | Christmas Jazz Playlist",https://i.ytimg.com/vi/5ipgkb0mHnE/default_live.jpg,https://i.ytimg.com/vi/5ipgkb0mHnE/mqdefault_live.jpg,"기분째즈네, 기분재즈네, 재즈네, moodisjazz, 재즈피아노, 재즈란무엇인가, 재즈음악, 재즈가뭐라고생각하십니까, 재즈플레이리스트, JAZZNE, 음악, 재즈, jazz, #jazz",ko,P0D,2025-09-16T08:41:16Z,1082230,354000,106484752,224,2022-06-26T13:46:31.170279Z
XhEOeIzpu3o,UC5Sl4VbJELXi9SCaWbTdXfA,"Warm Crackling Fireplace & Cozy Instrumental Jazz Music in Coffee Shop Ambience to Work, Study,Sleep",https://i.ytimg.com/vi/XhEOeIzpu3o/default_live.jpg,https://i.ytimg.com/vi/XhEOeIzpu3o/mqdefault_live.jpg,"coffee shop ambience, jazz for relax, relaxing jazz music, jazz piano music, jazz instrumental music, coffee shop music, best of jazz, relaxing jazz, jazz music, jazz instrumental, jazz relaxing music, coffee relaxing jazz, smooth jazz instrumental, cozy coffee shop ambience, smooth jazz instrumental music, instrumental music relaxing, coffee jazz, jazz 2024, jazz cafe ambience, Warm Crackling Fireplace, Cozy Instrumental Jazz Music",en,P0D,2024-01-15T02:36:41Z,820784,150000,31579770,261,2021-12-07T04:29:19.026962Z
8hvbcAvkuJs,UCfpCQ89W9wjkHc8J_6eTbBg,Camping on Frozen Ocean - 6 Days Fishing for King Crab & Hunting Ptarmigan,https://i.ytimg.com/vi/8hvbcAvkuJs/default.jpg,https://i.ytimg.com/vi/8hvbcAvkuJs/mqdefault.jpg,"Alaska, camping, winter, hunting, fishing, crabbing, fishing for crab, king crab, winter camping, solo camping, travel vlog, hot tent camping, cold weather camping, camping in Alaska, extreme camping, backcountry camping, ice fishing, wild camping, catch crab through the ice, Nome Alaska, Nome, hunting ptarmigan, bird hunting, hunting and fishing Alaska, solo winter camping, camp catch cook",en,PT50M21S,2025-03-22T11:00:10Z,25674312,18600000,3222531756,493,2015-05-05T00:34:51Z
WZ_XaNVTHYY,UCa5OF9Vmu7Bvtb8ZsVUU34w,Night Jazz Sleep - Smooth Piano Jazz Instrumental Music - Relaxing Background Music for Deep Sleep,https://i.ytimg.com/vi/WZ_XaNVTHYY/default_live.jpg,https://i.ytimg.com/vi/WZ_XaNVTHYY/mqdefault_live.jpg,"Jazz, Instrumental jazz, night jazz, sleep jazz, sleep music, relaxing sleep, relaxing jazz music, jazz asmr night, elegant jazz, smooth jazz, tender piano jazz, ethereal jazz music, soft background music, piano jazz music, soothing relaxation, relaxing piano music, peaceful music, exquisite jazz, cozy jazz, warm piano jazz, BMG, elegant piano jazz, work jazz, study jazz, spring jazz night, chill jazz, comfort piano jazz, beautiful jazz, calm jazz, focus jazz",en,P0D,2024-03-05T18:12:01Z,4054613,238000,62986606,237,2022-08-19T07:59:16.508177Z
SA_0cZ3Lsa4,UCbsHYIZwk9pZIMp53ciDjOw,"Playlist | 어서오세요❣️듣기만 해도 기분 좋아지는 재즈가 흐르는 뉴욕으로🗽l Relaxing Jazz Music For Work, Study",https://i.ytimg.com/vi/SA_0cZ3Lsa4/default.jpg,https://i.ytimg.com/vi/SA_0cZ3Lsa4/mqdefault.jpg,,ko,PT10H19M32S,2024-04-20T23:50:00Z,1513394,354000,106484752,224,2022-06-26T13:46:31.170279Z
A3Lrk5NPjjU,UCgb_cfsnHiDhtiBQ6ezS22Q,Cozy Christmas Ambience  ❄️ Relaxing Music on a Snowy Day with Fireplace Sounds 🔥,https://i.ytimg.com/vi/A3Lrk5NPjjU/default.jpg,https://i.ytimg.com/vi/A3Lrk5NPjjU/mqdefault.jpg,"cozy Christmas ambience, snowy day, fireplace sounds, holiday relaxation, Christmas atmosphere, winter vibes, peaceful Christmas, soothing sounds, cozy fireplace, winter wonderland, holiday spirit, tranquil music, relaxing holiday music, Christmas decorations, calming sounds, cozy vibes, festive ambiance, warm and cozy, Christmas joy, serene winter, nature sounds, comforting atmosphere, holiday season, winter relaxation, 4k fireplace, Calm Christmas Melody",en-US,PT53M29S,2024-12-11T00:33:11Z,925567,10900,4670605,172,2024-10-11T12:53:22.965197Z
T8mZmp2fBtM,UCus9qpFJtXYjUlCSs_wrKJA,🔥Cozy Christmas Cabin 24/7🎉Instrumental Happy New Year & Christmas Music With Fireplace for Relaxing,https://i.ytimg.com/vi/T8mZmp2fBtM/default_live.jpg,https://i.ytimg.com/vi/T8mZmp2fBtM/mqdefault_live.jpg,"fireplace, christmas ambience, christmas fireplace, fireplace christmas music, christmas music fireplace, relaxing christmas music, fireplace music, christmas ambience music, fireplace with christmas music, fireplace ambience, christmas ambience fireplace, holiday fireplace, beautiful christmas music 2026, instrumental christmas music, cracking fireplace for relaxation, christmas, relaxing, christmas carols, happy new year, new year playlist, happy new year 2026, new year music",en,P0D,2025-12-16T11:04:03Z,1658655,29100,13447619,250,2024-10-31T12:21:55.322114Z
RFWXQobZ1ts,UC5g89claiIMEQPGsd2mx9lA,"Christmas Jazz Instrumental & Fireplace Sounds🎄Jazz Music in Cozy Christmas Ambience to Work, Study",https://i.ytimg.com/vi/RFWXQobZ1ts/default_live.jpg,https://i.ytimg.com/vi/RFWXQobZ1ts/mqdefault_live.jpg,"christmas jazz instrumental music, christmas jazz music, christmas jazz, christmas jazz instrumental, jazz christmas, christmas jazz 2025, cozy christmas jazz, fireplace sounds, crackling fireplace, fireplace ambience, jazz music, cozy ambience, cozy christmas ambience, christmas ambience, winter ambience, cozy winter ambience, snow ambience, cozy winter cabin ambience, cozy place, cozy cabin, cozy cabin ambience, cozy reading nook ambience, reading nook, cozy nook",en,P0D,2024-11-26T10:15:02Z,2829025,30600,14524422,272,2024-07-18T07:46:48.442589Z
sF80I-TQiW0,UCuS_-bvOCh4W5Sy11Uf4H5A,90's Chill Lofi ☕️ Study Music Lofi Rain Chillhop Beats ☔️ Lofi Rain Playlist,https://i.ytimg.com/vi/sF80I-TQiW0/default.jpg,https://i.ytimg.com/vi/sF80I-TQiW0/mqdefault.jpg,"lofi hip hop, chill lofi, lofi chill, lofi beats, chill beats, lofi, chill lofi beats, lofi music, study lofi, chill music, lofi radio, lofi hip hop mix, lofi mix, lofi hiphop, lofi vibes, chill, focus music, music for reading, asmr lofi, lofi asmr, calm your anxiety, lofi rain, rain lofi, spRerxsOLXk, R6f9LfjeZIs, 1980s Lofi City, chillhop, rainy, lofi study, lofi hip hop radio, study music, lofi city, 1980s, 90's chill lofi, 90's lo-fi chillout",en,PT11H53M45S,2024-06-04T05:02:38Z,18979948,76000,38115178,745,2023-11-30T15:01:07.519598Z
